type,classe,nom,prenom,naissance,sexe,statut,date,heure,categorie,fait
OBS,302,Faure,Simon,,,,2025-09-08,09:23,tutorat,explique_camarade
OBS,302,Faure,Simon,,,,2025-09-08,09:25,participation,participe_spontanement
OBS,302,Faure,Simon,,,,2025-09-08,09:27,finalisation,corrige_erreur
OBS,302,Faure,Simon,,,,2025-09-08,09:29,ressources,echange_camarade
OBS,302,Perrin,Simon,,,,2025-09-08,09:25,tutorat,aide_si_sollicite
OBS,302,Perrin,Simon,,,,2025-09-08,09:27,participation,repond_si_sollicite
OBS,302,Perrin,Simon,,,,2025-09-08,09:29,attention,bavarde_travail
OBS,302,Perrin,Simon,,,,2025-09-08,09:31,entree,demarre_relance
OBS,302,Perrin,Simon,,,,2025-09-08,09:33,finalisation,corrige_erreur
OBS,302,Gauthier,Adam,,,,2025-09-08,09:29,tutorat,explique_camarade
OBS,302,Gauthier,Adam,,,,2025-09-08,09:31,participation,repond_si_sollicite
OBS,302,Gauthier,Adam,,,,2025-09-08,09:33,ressources,attend_professeur
OBS,302,Gauthier,Adam,,,,2025-09-08,09:35,finalisation,activite_incomplete
OBS,302,Gauthier,Adam,,,,2025-09-08,09:37,attention,distrait_momentanement
OBS,302,Vincent,Lucie,,,,2025-09-08,09:26,tutorat,donne_reponse_directe
OBS,302,Vincent,Lucie,,,,2025-09-08,09:28,participation,repond_si_sollicite
OBS,302,Vincent,Lucie,,,,2025-09-08,09:30,difficulte,attend_d
OBS,302,Vincent,Lucie,,,,2025-09-08,09:32,attention,bavarde_travail
OBS,302,Vincent,Lucie,,,,2025-09-08,09:34,ressources,attend_professeur
OBS,302,Fournier,Louise,,,,2025-09-08,09:31,tutorat,donne_reponse_directe
OBS,302,Fournier,Louise,,,,2025-09-08,09:33,participation,ne_participe_pas
OBS,302,Fournier,Louise,,,,2025-09-08,09:35,finalisation,recopie_correction
OBS,302,Fournier,Louise,,,,2025-09-08,09:37,entree,attend_sans_commencer
OBS,302,Fournier,Louise,,,,2025-09-08,09:39,difficulte,attend_d
OBS,302,Muller,Lea,,,,2025-09-08,09:19,tutorat,explique_camarade
OBS,302,Muller,Lea,,,,2025-09-08,09:21,participation,repond_si_sollicite
OBS,302,Muller,Lea,,,,2025-09-08,09:23,entree,demarre_immediat
OBS,302,Muller,Lea,,,,2025-09-08,09:25,attention,distrait_momentanement
OBS,302,Muller,Lea,,,,2025-09-08,09:27,finalisation,activite_terminee
OBS,302,Boyer,Iris,,,,2025-09-08,09:29,tutorat,donne_reponse_directe
OBS,302,Boyer,Iris,,,,2025-09-08,09:31,participation,repond_si_insiste
OBS,302,Boyer,Iris,,,,2025-09-08,09:33,attention,revasse
OBS,302,Boyer,Iris,,,,2025-09-08,09:35,finalisation,activite_incomplete
OBS,302,Boyer,Iris,,,,2025-09-08,09:37,ressources,attend_correction
OBS,302,Bertrand,Liam,,,,2025-09-08,09:43,tutorat,aide_si_sollicite
OBS,302,Bertrand,Liam,,,,2025-09-08,09:45,participation,repond_si_insiste
OBS,302,Bertrand,Liam,,,,2025-09-08,09:47,difficulte,attend_d
OBS,302,Bertrand,Liam,,,,2025-09-08,09:49,ressources,utilise_aides_activite
OBS,302,Renard,Rose,,,,2025-09-08,09:38,tutorat,donne_reponse_directe
OBS,302,Renard,Rose,,,,2025-09-08,09:40,participation,repond_si_sollicite
OBS,302,Renard,Rose,,,,2025-09-08,09:42,attention,bavarde_travail
OBS,302,Renard,Rose,,,,2025-09-08,09:44,entree,attend_sans_commencer
OBS,302,Robert,Ines,,,,2025-09-08,09:43,tutorat,donne_reponse_directe
OBS,302,Robert,Ines,,,,2025-09-08,09:45,participation,ne_participe_pas
OBS,302,Robert,Ines,,,,2025-09-08,09:47,finalisation,recopie_correction
OBS,302,Robert,Ines,,,,2025-09-08,09:49,entree,attend_sans_commencer
OBS,302,Robert,Ines,,,,2025-09-08,09:51,difficulte,attend_d
OBS,302,Fontaine,Axel,,,,2025-09-08,09:01,tutorat,refuse_aider
OBS,302,Fontaine,Axel,,,,2025-09-08,09:03,participation,ne_participe_pas
OBS,302,Fontaine,Axel,,,,2025-09-08,09:05,difficulte,copie_correction
OBS,302,Fontaine,Axel,,,,2025-09-08,09:07,ressources,attend_correction
OBS,302,Fontaine,Axel,,,,2025-09-08,09:09,finalisation,recopie_correction
OBS,302,Sanchez,Rafael,,,,2025-09-08,09:43,tutorat,refuse_aider
OBS,302,Sanchez,Rafael,,,,2025-09-08,09:45,participation,ne_participe_pas
OBS,302,Sanchez,Rafael,,,,2025-09-08,09:47,difficulte,copie_camarade
OBS,302,Sanchez,Rafael,,,,2025-09-08,09:49,ressources,attend_correction
OBS,302,Sanchez,Rafael,,,,2025-09-08,09:51,entree,ne_demarre_pas
OBS,302,Blanc,Eliott,,,,2025-09-08,09:09,tutorat,aide_si_sollicite
OBS,302,Blanc,Eliott,,,,2025-09-08,09:11,participation,repond_si_sollicite
OBS,302,Blanc,Eliott,,,,2025-09-08,09:13,difficulte,observe_camarade
OBS,302,Blanc,Eliott,,,,2025-09-08,09:15,attention,distrait_momentanement
OBS,302,Blanc,Eliott,,,,2025-09-08,09:17,entree,attend_sans_commencer
OBS,302,Aubert,Ines,,,,2025-09-08,09:44,tutorat,aide_si_sollicite
OBS,302,Aubert,Ines,,,,2025-09-08,09:46,participation,repond_si_sollicite
OBS,302,Aubert,Ines,,,,2025-09-08,09:48,attention,distrait_momentanement
OBS,302,Aubert,Ines,,,,2025-09-08,09:50,ressources,echange_camarade
OBS,302,Aubert,Ines,,,,2025-09-08,09:52,finalisation,corrige_erreur
OBS,302,Dupont,Victor,,,,2025-09-08,09:47,tutorat,aide_si_sollicite
OBS,302,Dupont,Victor,,,,2025-09-08,09:49,participation,repond_si_insiste
OBS,302,Dupont,Victor,,,,2025-09-08,09:51,difficulte,attend_d
OBS,302,Dupont,Victor,,,,2025-09-08,09:53,entree,demarre_relance
OBS,302,Dupont,Victor,,,,2025-09-08,09:53,finalisation,activite_incomplete
OBS,302,Laurent,Nina,,,,2025-09-08,09:38,tutorat,aide_si_sollicite
OBS,302,Laurent,Nina,,,,2025-09-08,09:40,participation,repond_si_insiste
OBS,302,Laurent,Nina,,,,2025-09-08,09:42,attention,bavarde_travail
OBS,302,Laurent,Nina,,,,2025-09-08,09:44,entree,attend_sans_commencer
OBS,302,Laurent,Nina,,,,2025-09-08,09:46,difficulte,attend_d
OBS,302,Meunier,Jade,,,,2025-09-08,09:04,tutorat,explique_camarade
OBS,302,Meunier,Jade,,,,2025-09-08,09:06,participation,participe_spontanement
OBS,302,Meunier,Jade,,,,2025-09-08,09:08,attention,reconcentre_seul
OBS,302,Meunier,Jade,,,,2025-09-08,09:10,ressources,sollicite_immediat
OBS,302,Meunier,Jade,,,,2025-09-08,09:12,difficulte,cherche_seul
OBS,302,Marchand,Eliott,,,,2025-09-08,09:10,tutorat,explique_camarade
OBS,302,Marchand,Eliott,,,,2025-09-08,09:12,participation,repond_si_sollicite
OBS,302,Marchand,Eliott,,,,2025-09-08,09:14,difficulte,cherche_seul
OBS,302,Marchand,Eliott,,,,2025-09-08,09:16,attention,reconcentre_seul
OBS,302,Moreau,Louis,,,,2025-09-08,09:48,tutorat,refuse_aider
OBS,302,Moreau,Louis,,,,2025-09-08,09:50,participation,ne_participe_pas
OBS,302,Moreau,Louis,,,,2025-09-08,09:52,difficulte,copie_correction
OBS,302,Moreau,Louis,,,,2025-09-08,09:53,finalisation,recopie_correction
OBS,302,Moreau,Louis,,,,2025-09-08,09:53,ressources,attend_correction
OBS,302,Masson,Rayan,,,,2025-09-08,09:07,tutorat,explique_camarade
OBS,302,Masson,Rayan,,,,2025-09-08,09:09,participation,repond_si_sollicite
OBS,302,Masson,Rayan,,,,2025-09-08,09:11,entree,demarre_relance
OBS,302,Masson,Rayan,,,,2025-09-08,09:13,difficulte,demande_aide_pertinente
SESSION,302,demo_302_202509110900,1757574000000,1757577300000
OBS,302,Faure,Simon,,,,2025-09-11,09:12,tutorat,explique_camarade
OBS,302,Faure,Simon,,,,2025-09-11,09:14,participation,repond_si_sollicite
OBS,302,Faure,Simon,,,,2025-09-11,09:16,ressources,echange_camarade
OBS,302,Faure,Simon,,,,2025-09-11,09:18,entree,demarre_immediat
OBS,302,Perrin,Simon,,,,2025-09-11,09:43,tutorat,aide_si_sollicite
OBS,302,Perrin,Simon,,,,2025-09-11,09:45,participation,repond_si_sollicite
OBS,302,Perrin,Simon,,,,2025-09-11,09:47,finalisation,passe_autre_activite
OBS,302,Perrin,Simon,,,,2025-09-11,09:49,difficulte,observe_camarade
OBS,302,Perrin,Simon,,,,2025-09-11,09:51,entree,demarre_immediat
OBS,302,Gauthier,Adam,,,,2025-09-11,09:34,tutorat,donne_reponse_directe
OBS,302,Gauthier,Adam,,,,2025-09-11,09:36,participation,repond_si_sollicite
OBS,302,Gauthier,Adam,,,,2025-09-11,09:38,difficulte,observe_camarade
OBS,302,Gauthier,Adam,,,,2025-09-11,09:40,entree,attend_sans_commencer
OBS,302,Vincent,Lucie,,,,2025-09-11,09:15,tutorat,explique_camarade
OBS,302,Vincent,Lucie,,,,2025-09-11,09:17,participation,participe_spontanement
OBS,302,Vincent,Lucie,,,,2025-09-11,09:19,entree,demarre_relance
OBS,302,Vincent,Lucie,,,,2025-09-11,09:21,finalisation,passe_autre_activite
OBS,302,Fournier,Louise,,,,2025-09-11,09:16,tutorat,refuse_aider
OBS,302,Fournier,Louise,,,,2025-09-11,09:18,participation,ne_participe_pas
OBS,302,Fournier,Louise,,,,2025-09-11,09:20,attention,perturbe_camarade
OBS,302,Fournier,Louise,,,,2025-09-11,09:22,ressources,attend_correction
OBS,302,Muller,Lea,,,,2025-09-11,09:10,tutorat,explique_camarade
OBS,302,Muller,Lea,,,,2025-09-11,09:12,participation,participe_spontanement
OBS,302,Muller,Lea,,,,2025-09-11,09:14,entree,demarre_relance
OBS,302,Muller,Lea,,,,2025-09-11,09:16,finalisation,activite_terminee
OBS,302,Boyer,Iris,,,,2025-09-11,09:26,tutorat,donne_reponse_directe
OBS,302,Boyer,Iris,,,,2025-09-11,09:28,participation,repond_si_insiste
OBS,302,Boyer,Iris,,,,2025-09-11,09:30,ressources,attend_correction
OBS,302,Boyer,Iris,,,,2025-09-11,09:32,entree,ne_demarre_pas
OBS,302,Boyer,Iris,,,,2025-09-11,09:34,attention,revasse
OBS,302,Morel,Manon,,,,2025-09-11,09:11,tutorat,aide_si_sollicite
OBS,302,Morel,Manon,,,,2025-09-11,09:13,participation,repond_si_insiste
OBS,302,Morel,Manon,,,,2025-09-11,09:15,difficulte,attend_d
OBS,302,Morel,Manon,,,,2025-09-11,09:17,finalisation,passe_autre_activite
OBS,302,Bertrand,Liam,,,,2025-09-11,09:32,tutorat,aide_si_sollicite
OBS,302,Bertrand,Liam,,,,2025-09-11,09:34,participation,repond_si_sollicite
OBS,302,Bertrand,Liam,,,,2025-09-11,09:36,entree,demarre_relance
OBS,302,Bertrand,Liam,,,,2025-09-11,09:38,difficulte,utilise_coup_de_pouce
OBS,302,Guerin,Lola,,,,2025-09-11,09:10,tutorat,donne_reponse_directe
OBS,302,Guerin,Lola,,,,2025-09-11,09:12,participation,repond_si_sollicite
OBS,302,Guerin,Lola,,,,2025-09-11,09:14,difficulte,observe_camarade
OBS,302,Guerin,Lola,,,,2025-09-11,09:16,entree,demarre_relance
OBS,302,Guerin,Lola,,,,2025-09-11,09:18,attention,distrait_momentanement
OBS,302,Renard,Rose,,,,2025-09-11,09:30,tutorat,aide_si_sollicite
OBS,302,Renard,Rose,,,,2025-09-11,09:32,participation,repond_si_insiste
OBS,302,Renard,Rose,,,,2025-09-11,09:34,ressources,attend_professeur
OBS,302,Renard,Rose,,,,2025-09-11,09:36,entree,demarre_relance
OBS,302,Renard,Rose,,,,2025-09-11,09:38,attention,distrait_momentanement
OBS,302,Robert,Ines,,,,2025-09-11,09:08,tutorat,donne_reponse_directe
OBS,302,Robert,Ines,,,,2025-09-11,09:10,participation,repond_si_insiste
OBS,302,Robert,Ines,,,,2025-09-11,09:12,attention,revasse
OBS,302,Robert,Ines,,,,2025-09-11,09:14,entree,ne_demarre_pas
OBS,302,Robert,Ines,,,,2025-09-11,09:16,ressources,attend_professeur
OBS,302,Fontaine,Axel,,,,2025-09-11,09:22,tutorat,refuse_aider
OBS,302,Fontaine,Axel,,,,2025-09-11,09:24,participation,ne_participe_pas
OBS,302,Fontaine,Axel,,,,2025-09-11,09:26,ressources,attend_correction
OBS,302,Fontaine,Axel,,,,2025-09-11,09:28,entree,ne_demarre_pas
OBS,302,Fontaine,Axel,,,,2025-09-11,09:30,finalisation,recopie_correction
OBS,302,Sanchez,Rafael,,,,2025-09-11,09:34,tutorat,refuse_aider
OBS,302,Sanchez,Rafael,,,,2025-09-11,09:36,participation,ne_participe_pas
OBS,302,Sanchez,Rafael,,,,2025-09-11,09:38,attention,distrait_momentanement
OBS,302,Sanchez,Rafael,,,,2025-09-11,09:40,entree,attend_sans_commencer
OBS,302,Mercier,Zoe,,,,2025-09-11,09:44,tutorat,donne_reponse_directe
OBS,302,Mercier,Zoe,,,,2025-09-11,09:46,participation,repond_si_sollicite
OBS,302,Mercier,Zoe,,,,2025-09-11,09:48,attention,distrait_momentanement
OBS,302,Mercier,Zoe,,,,2025-09-11,09:50,difficulte,observe_camarade
OBS,302,Mercier,Zoe,,,,2025-09-11,09:52,finalisation,passe_autre_activite
OBS,302,Aubert,Ines,,,,2025-09-11,09:39,tutorat,aide_si_sollicite
OBS,302,Aubert,Ines,,,,2025-09-11,09:41,participation,repond_si_sollicite
OBS,302,Aubert,Ines,,,,2025-09-11,09:43,difficulte,demande_aide_pertinente
OBS,302,Aubert,Ines,,,,2025-09-11,09:45,attention,distrait_momentanement
OBS,302,Aubert,Ines,,,,2025-09-11,09:47,ressources,attend_professeur
OBS,302,Dupont,Victor,,,,2025-09-11,09:46,tutorat,aide_si_sollicite
OBS,302,Dupont,Victor,,,,2025-09-11,09:48,participation,participe_spontanement
OBS,302,Dupont,Victor,,,,2025-09-11,09:50,attention,reconcentre_seul
OBS,302,Dupont,Victor,,,,2025-09-11,09:52,finalisation,verifie_travail
OBS,302,Dupont,Victor,,,,2025-09-11,09:53,difficulte,cherche_seul
OBS,302,Nicolas,Adam,,,,2025-09-11,09:29,tutorat,aide_si_sollicite
OBS,302,Nicolas,Adam,,,,2025-09-11,09:31,participation,repond_si_sollicite
OBS,302,Nicolas,Adam,,,,2025-09-11,09:33,ressources,sollicite_immediat
OBS,302,Nicolas,Adam,,,,2025-09-11,09:35,difficulte,observe_camarade
OBS,302,Nicolas,Adam,,,,2025-09-11,09:37,entree,demarre_immediat
OBS,302,Girard,Lina,,,,2025-09-11,09:08,tutorat,aide_si_sollicite
OBS,302,Girard,Lina,,,,2025-09-11,09:10,participation,participe_spontanement
OBS,302,Girard,Lina,,,,2025-09-11,09:12,finalisation,verifie_travail
OBS,302,Girard,Lina,,,,2025-09-11,09:14,difficulte,cherche_seul
OBS,302,Girard,Lina,,,,2025-09-11,09:16,attention,concentre
OBS,302,Laurent,Nina,,,,2025-09-11,09:47,tutorat,aide_si_sollicite
OBS,302,Laurent,Nina,,,,2025-09-11,09:49,participation,repond_si_sollicite
OBS,302,Laurent,Nina,,,,2025-09-11,09:51,ressources,echange_camarade
OBS,302,Laurent,Nina,,,,2025-09-11,09:53,attention,reconcentre_seul
OBS,302,Meunier,Jade,,,,2025-09-11,09:04,tutorat,aide_si_sollicite
OBS,302,Meunier,Jade,,,,2025-09-11,09:06,participation,repond_si_sollicite
OBS,302,Meunier,Jade,,,,2025-09-11,09:08,ressources,echange_camarade
OBS,302,Meunier,Jade,,,,2025-09-11,09:10,finalisation,verifie_travail
OBS,302,Marchand,Eliott,,,,2025-09-11,09:15,tutorat,aide_si_sollicite
OBS,302,Marchand,Eliott,,,,2025-09-11,09:17,participation,repond_si_sollicite
OBS,302,Marchand,Eliott,,,,2025-09-11,09:19,ressources,echange_camarade
OBS,302,Marchand,Eliott,,,,2025-09-11,09:21,attention,concentre
OBS,302,Moreau,Louis,,,,2025-09-11,09:05,tutorat,donne_reponse_directe
OBS,302,Moreau,Louis,,,,2025-09-11,09:07,participation,repond_si_insiste
OBS,302,Moreau,Louis,,,,2025-09-11,09:09,finalisation,recopie_correction
OBS,302,Moreau,Louis,,,,2025-09-11,09:11,difficulte,copie_camarade
OBS,302,Moreau,Louis,,,,2025-09-11,09:13,attention,perturbe_camarade
OBS,302,Masson,Rayan,,,,2025-09-11,09:04,tutorat,aide_si_sollicite
OBS,302,Masson,Rayan,,,,2025-09-11,09:06,participation,repond_si_sollicite
OBS,302,Masson,Rayan,,,,2025-09-11,09:08,attention,concentre
OBS,302,Masson,Rayan,,,,2025-09-11,09:10,ressources,utilise_document_r
OBS,302,Chevalier,Gabriel,,,,2025-09-11,09:29,tutorat,explique_camarade
OBS,302,Chevalier,Gabriel,,,,2025-09-11,09:31,participation,repond_si_sollicite
OBS,302,Chevalier,Gabriel,,,,2025-09-11,09:33,difficulte,utilise_document_d
OBS,302,Chevalier,Gabriel,,,,2025-09-11,09:35,attention,concentre
SESSION,302,demo_302_202509160900,1758006000000,1758009300000
OBS,302,Faure,Simon,,,,2025-09-16,09:11,tutorat,explique_camarade
OBS,302,Faure,Simon,,,,2025-09-16,09:13,participation,participe_spontanement
OBS,302,Faure,Simon,,,,2025-09-16,09:15,attention,concentre
OBS,302,Faure,Simon,,,,2025-09-16,09:17,entree,demarre_immediat
OBS,302,Perrin,Simon,,,,2025-09-16,09:08,tutorat,donne_reponse_directe
OBS,302,Perrin,Simon,,,,2025-09-16,09:10,participation,repond_si_insiste
OBS,302,Perrin,Simon,,,,2025-09-16,09:12,finalisation,activite_incomplete
OBS,302,Perrin,Simon,,,,2025-09-16,09:14,difficulte,observe_camarade
OBS,302,Perrin,Simon,,,,2025-09-16,09:16,attention,reconcentre_seul
OBS,302,Vincent,Lucie,,,,2025-09-16,09:11,tutorat,aide_si_sollicite
OBS,302,Vincent,Lucie,,,,2025-09-16,09:13,participation,repond_si_sollicite
OBS,302,Vincent,Lucie,,,,2025-09-16,09:15,difficulte,observe_camarade
OBS,302,Vincent,Lucie,,,,2025-09-16,09:17,attention,concentre
OBS,302,Fournier,Louise,,,,2025-09-16,09:08,tutorat,donne_reponse_directe
OBS,302,Fournier,Louise,,,,2025-09-16,09:10,participation,repond_si_insiste
OBS,302,Fournier,Louise,,,,2025-09-16,09:12,finalisation,recopie_correction
OBS,302,Fournier,Louise,,,,2025-09-16,09:14,ressources,attend_professeur
OBS,302,Fournier,Louise,,,,2025-09-16,09:16,attention,distrait_momentanement
OBS,302,Boyer,Iris,,,,2025-09-16,09:18,tutorat,donne_reponse_directe
OBS,302,Boyer,Iris,,,,2025-09-16,09:20,participation,ne_participe_pas
OBS,302,Boyer,Iris,,,,2025-09-16,09:22,attention,bavarde_travail
OBS,302,Boyer,Iris,,,,2025-09-16,09:24,entree,attend_sans_commencer
OBS,302,Morel,Manon,,,,2025-09-16,09:32,tutorat,explique_camarade
OBS,302,Morel,Manon,,,,2025-09-16,09:34,participation,repond_si_insiste
OBS,302,Morel,Manon,,,,2025-09-16,09:36,finalisation,passe_autre_activite
OBS,302,Morel,Manon,,,,2025-09-16,09:38,entree,demarre_relance
OBS,302,Morel,Manon,,,,2025-09-16,09:40,ressources,attend_professeur
OBS,302,Lambert,Maya,,,,2025-09-16,09:34,tutorat,donne_reponse_directe
OBS,302,Lambert,Maya,,,,2025-09-16,09:36,participation,ne_participe_pas
OBS,302,Lambert,Maya,,,,2025-09-16,09:38,difficulte,copie_camarade
OBS,302,Lambert,Maya,,,,2025-09-16,09:40,ressources,attend_correction
OBS,302,Guerin,Lola,,,,2025-09-16,09:43,tutorat,aide_si_sollicite
OBS,302,Guerin,Lola,,,,2025-09-16,09:45,participation,repond_si_sollicite
OBS,302,Guerin,Lola,,,,2025-09-16,09:47,entree,demarre_relance
OBS,302,Guerin,Lola,,,,2025-09-16,09:49,difficulte,utilise_coup_de_pouce
OBS,302,Renard,Rose,,,,2025-09-16,09:12,tutorat,donne_reponse_directe
OBS,302,Renard,Rose,,,,2025-09-16,09:14,participation,repond_si_insiste
OBS,302,Renard,Rose,,,,2025-09-16,09:16,ressources,attend_professeur
OBS,302,Renard,Rose,,,,2025-09-16,09:18,difficulte,observe_camarade
OBS,302,Renard,Rose,,,,2025-09-16,09:20,entree,attend_sans_commencer
OBS,302,Fontaine,Axel,,,,2025-09-16,09:12,tutorat,donne_reponse_directe
OBS,302,Fontaine,Axel,,,,2025-09-16,09:14,participation,repond_si_insiste
OBS,302,Fontaine,Axel,,,,2025-09-16,09:16,difficulte,copie_correction
OBS,302,Fontaine,Axel,,,,2025-09-16,09:18,ressources,attend_correction
OBS,302,Sanchez,Rafael,,,,2025-09-16,09:42,tutorat,refuse_aider
OBS,302,Sanchez,Rafael,,,,2025-09-16,09:44,participation,ne_participe_pas
OBS,302,Sanchez,Rafael,,,,2025-09-16,09:46,entree,ne_demarre_pas
OBS,302,Sanchez,Rafael,,,,2025-09-16,09:48,finalisation,recopie_correction
OBS,302,Sanchez,Rafael,,,,2025-09-16,09:50,ressources,attend_correction
OBS,302,Blanc,Eliott,,,,2025-09-16,09:40,tutorat,aide_si_sollicite
OBS,302,Blanc,Eliott,,,,2025-09-16,09:42,participation,repond_si_sollicite
OBS,302,Blanc,Eliott,,,,2025-09-16,09:44,entree,demarre_relance
OBS,302,Blanc,Eliott,,,,2025-09-16,09:46,attention,distrait_momentanement
OBS,302,Blanc,Eliott,,,,2025-09-16,09:48,ressources,attend_professeur
OBS,302,Mercier,Zoe,,,,2025-09-16,09:41,tutorat,explique_camarade
OBS,302,Mercier,Zoe,,,,2025-09-16,09:43,participation,repond_si_sollicite
OBS,302,Mercier,Zoe,,,,2025-09-16,09:45,difficulte,demande_aide_pertinente
OBS,302,Mercier,Zoe,,,,2025-09-16,09:47,attention,concentre
OBS,302,Aubert,Ines,,,,2025-09-16,09:40,tutorat,donne_reponse_directe
OBS,302,Aubert,Ines,,,,2025-09-16,09:42,participation,repond_si_insiste
OBS,302,Aubert,Ines,,,,2025-09-16,09:44,difficulte,attend_d
OBS,302,Aubert,Ines,,,,2025-09-16,09:46,finalisation,activite_incomplete
OBS,302,Aubert,Ines,,,,2025-09-16,09:48,entree,attend_sans_commencer
OBS,302,Dupont,Victor,,,,2025-09-16,09:06,tutorat,aide_si_sollicite
OBS,302,Dupont,Victor,,,,2025-09-16,09:08,participation,repond_si_sollicite
OBS,302,Dupont,Victor,,,,2025-09-16,09:10,attention,distrait_momentanement
OBS,302,Dupont,Victor,,,,2025-09-16,09:12,entree,attend_sans_commencer
OBS,302,Meunier,Jade,,,,2025-09-16,09:32,tutorat,aide_si_sollicite
OBS,302,Meunier,Jade,,,,2025-09-16,09:34,participation,repond_si_sollicite
OBS,302,Meunier,Jade,,,,2025-09-16,09:36,difficulte,utilise_coup_de_pouce
OBS,302,Meunier,Jade,,,,2025-09-16,09:38,attention,reconcentre_seul
OBS,302,Petit,Louis,,,,2025-09-16,09:27,tutorat,aide_si_sollicite
OBS,302,Petit,Louis,,,,2025-09-16,09:29,participation,repond_si_insiste
OBS,302,Petit,Louis,,,,2025-09-16,09:31,ressources,attend_correction
OBS,302,Petit,Louis,,,,2025-09-16,09:33,entree,demarre_relance
OBS,302,Marchand,Eliott,,,,2025-09-16,09:28,tutorat,donne_reponse_directe
OBS,302,Marchand,Eliott,,,,2025-09-16,09:30,participation,repond_si_sollicite
OBS,302,Marchand,Eliott,,,,2025-09-16,09:32,entree,demarre_relance
OBS,302,Marchand,Eliott,,,,2025-09-16,09:34,difficulte,cherche_seul
OBS,302,Moreau,Louis,,,,2025-09-16,09:25,tutorat,donne_reponse_directe
OBS,302,Moreau,Louis,,,,2025-09-16,09:27,participation,repond_si_insiste
OBS,302,Moreau,Louis,,,,2025-09-16,09:29,ressources,attend_correction
OBS,302,Moreau,Louis,,,,2025-09-16,09:31,finalisation,recopie_correction
OBS,302,Masson,Rayan,,,,2025-09-16,09:04,tutorat,aide_si_sollicite
OBS,302,Masson,Rayan,,,,2025-09-16,09:06,participation,repond_si_sollicite
OBS,302,Masson,Rayan,,,,2025-09-16,09:08,entree,demarre_relance
OBS,302,Masson,Rayan,,,,2025-09-16,09:10,attention,distrait_momentanement
OBS,302,Masson,Rayan,,,,2025-09-16,09:12,ressources,attend_professeur
SESSION,302,demo_302_202509220900,1758524400000,1758527700000
OBS,302,Faure,Simon,,,,2025-09-22,09:45,tutorat,explique_camarade
OBS,302,Faure,Simon,,,,2025-09-22,09:47,participation,participe_spontanement
OBS,302,Faure,Simon,,,,2025-09-22,09:49,difficulte,cherche_seul
OBS,302,Faure,Simon,,,,2025-09-22,09:51,finalisation,verifie_travail
OBS,302,Faure,Simon,,,,2025-09-22,09:53,entree,demarre_immediat
OBS,302,Perrin,Simon,,,,2025-09-22,09:33,tutorat,donne_reponse_directe
OBS,302,Perrin,Simon,,,,2025-09-22,09:35,participation,repond_si_sollicite
OBS,302,Perrin,Simon,,,,2025-09-22,09:37,entree,demarre_relance
OBS,302,Perrin,Simon,,,,2025-09-22,09:39,difficulte,utilise_document_d
OBS,302,Perrin,Simon,,,,2025-09-22,09:41,attention,concentre
OBS,302,Vincent,Lucie,,,,2025-09-22,09:33,tutorat,aide_si_sollicite
