type,classe,nom,prenom,naissance,sexe,statut,date,heure,categorie,fait
OBS,402,Mercier,Chloe,,,,2025-09-08,09:31,participation,participe_spontanement
OBS,402,Mercier,Chloe,,,,2025-09-08,09:33,difficulte,attend_d
OBS,402,Mercier,Chloe,,,,2025-09-08,09:35,attention,reconcentre_seul
OBS,402,Mercier,Chloe,,,,2025-09-08,09:37,finalisation,verifie_travail
OBS,402,Richard,Rayan,,,,2025-09-08,09:12,tutorat,refuse_aider
OBS,402,Richard,Rayan,,,,2025-09-08,09:14,participation,repond_si_insiste
OBS,402,Richard,Rayan,,,,2025-09-08,09:16,attention,bavarde_hors_sujet
OBS,402,Richard,Rayan,,,,2025-09-08,09:18,entree,attend_sans_commencer
OBS,402,Bernard,Timeo,,,,2025-09-08,09:26,tutorat,donne_reponse_directe
OBS,402,Bernard,Timeo,,,,2025-09-08,09:28,participation,repond_si_insiste
OBS,402,Bernard,Timeo,,,,2025-09-08,09:30,entree,demarre_relance
OBS,402,Bernard,Timeo,,,,2025-09-08,09:32,ressources,sollicite_immediat
OBS,402,David,Adam,,,,2025-09-08,09:14,tutorat,donne_reponse_directe
OBS,402,David,Adam,,,,2025-09-08,09:16,participation,repond_si_sollicite
OBS,402,David,Adam,,,,2025-09-08,09:18,finalisation,passe_autre_activite
OBS,402,David,Adam,,,,2025-09-08,09:20,attention,bavarde_travail
OBS,402,Michel,Agathe,,,,2025-09-08,09:34,tutorat,refuse_aider
OBS,402,Michel,Agathe,,,,2025-09-08,09:36,participation,ne_participe_pas
OBS,402,Michel,Agathe,,,,2025-09-08,09:38,attention,bavarde_travail
OBS,402,Michel,Agathe,,,,2025-09-08,09:40,finalisation,recopie_correction
OBS,402,Meunier,Axel,,,,2025-09-08,09:39,tutorat,donne_reponse_directe
OBS,402,Meunier,Axel,,,,2025-09-08,09:41,participation,repond_si_insiste
OBS,402,Meunier,Axel,,,,2025-09-08,09:43,ressources,attend_professeur
OBS,402,Perrin,Ines,,,,2025-09-08,09:30,tutorat,explique_camarade
OBS,402,Perrin,Ines,,,,2025-09-08,09:32,participation,participe_spontanement
OBS,402,Perrin,Ines,,,,2025-09-08,09:34,difficulte,attend_d
OBS,402,Perrin,Ines,,,,2025-09-08,09:36,attention,reconcentre_seul
OBS,402,Perrin,Ines,,,,2025-09-08,09:38,ressources,attend_professeur
OBS,402,Muller,Louise,,,,2025-09-08,09:16,tutorat,refuse_aider
OBS,402,Muller,Louise,,,,2025-09-08,09:18,participation,ne_participe_pas
OBS,402,Muller,Louise,,,,2025-09-08,09:20,finalisation,recopie_correction
OBS,402,Muller,Louise,,,,2025-09-08,09:22,difficulte,copie_correction
OBS,402,Girard,Rafael,,,,2025-09-08,09:03,tutorat,aide_si_sollicite
OBS,402,Girard,Rafael,,,,2025-09-08,09:05,participation,repond_si_sollicite
OBS,402,Girard,Rafael,,,,2025-09-08,09:07,attention,distrait_momentanement
OBS,402,Girard,Rafael,,,,2025-09-08,09:09,entree,demarre_immediat
OBS,402,Lemoine,Louis,,,,2025-09-08,09:47,tutorat,refuse_aider
OBS,402,Lemoine,Louis,,,,2025-09-08,09:49,participation,ne_participe_pas
OBS,402,Lemoine,Louis,,,,2025-09-08,09:51,difficulte,copie_correction
OBS,402,Lemoine,Louis,,,,2025-09-08,09:53,attention,bavarde_hors_sujet
OBS,402,Lemoine,Louis,,,,2025-09-08,09:53,finalisation,recopie_correction
SESSION,402,demo_402_202509100900,1757487600000,1757490900000
OBS,402,Moreau,Ines,,,,2025-09-10,09:24,tutorat,donne_reponse_directe
OBS,402,Moreau,Ines,,,,2025-09-10,09:26,participation,repond_si_sollicite
OBS,402,Moreau,Ines,,,,2025-09-10,09:28,ressources,attend_professeur
OBS,402,Moreau,Ines,,,,2025-09-10,09:30,attention,bavarde_travail
OBS,402,Moreau,Ines,,,,2025-09-10,09:32,difficulte,utilise_document_d
OBS,402,Andre,Nolan,,,,2025-09-10,09:04,tutorat,refuse_aider
OBS,402,Andre,Nolan,,,,2025-09-10,09:06,participation,repond_si_insiste
OBS,402,Andre,Nolan,,,,2025-09-10,09:08,finalisation,recopie_correction
OBS,402,Andre,Nolan,,,,2025-09-10,09:10,entree,attend_sans_commencer
OBS,402,Robert,Elsa,,,,2025-09-10,09:26,tutorat,explique_camarade
OBS,402,Robert,Elsa,,,,2025-09-10,09:28,participation,participe_spontanement
OBS,402,Robert,Elsa,,,,2025-09-10,09:30,finalisation,activite_terminee
OBS,402,Robert,Elsa,,,,2025-09-10,09:32,entree,demarre_immediat
OBS,402,Dupont,Chloe,,,,2025-09-10,09:03,tutorat,aide_si_sollicite
OBS,402,Dupont,Chloe,,,,2025-09-10,09:05,participation,repond_si_sollicite
OBS,402,Dupont,Chloe,,,,2025-09-10,09:07,entree,demarre_relance
OBS,402,Dupont,Chloe,,,,2025-09-10,09:09,ressources,attend_professeur
OBS,402,Lefebvre,Lea,,,,2025-09-10,09:04,tutorat,donne_reponse_directe
OBS,402,Lefebvre,Lea,,,,2025-09-10,09:06,participation,repond_si_insiste
OBS,402,Lefebvre,Lea,,,,2025-09-10,09:08,finalisation,passe_autre_activite
OBS,402,Lefebvre,Lea,,,,2025-09-10,09:10,entree,ne_demarre_pas
OBS,402,Lefebvre,Lea,,,,2025-09-10,09:12,difficulte,attend_d
OBS,402,Dumas,Yanis,,,,2025-09-10,09:35,tutorat,aide_si_sollicite
OBS,402,Dumas,Yanis,,,,2025-09-10,09:37,participation,repond_si_sollicite
OBS,402,Dumas,Yanis,,,,2025-09-10,09:39,attention,bavarde_travail
OBS,402,Dumas,Yanis,,,,2025-09-10,09:41,ressources,attend_professeur
OBS,402,Dumas,Yanis,,,,2025-09-10,09:43,difficulte,utilise_coup_de_pouce
OBS,402,Garcia,Enzo,,,,2025-09-10,09:11,tutorat,aide_si_sollicite
OBS,402,Garcia,Enzo,,,,2025-09-10,09:13,participation,repond_si_sollicite
OBS,402,Garcia,Enzo,,,,2025-09-10,09:15,finalisation,passe_autre_activite
OBS,402,Garcia,Enzo,,,,2025-09-10,09:17,ressources,attend_professeur
OBS,402,Garcia,Enzo,,,,2025-09-10,09:19,difficulte,cherche_seul
OBS,402,Laurent,Lina,,,,2025-09-10,09:46,tutorat,donne_reponse_directe
OBS,402,Laurent,Lina,,,,2025-09-10,09:48,participation,repond_si_sollicite
OBS,402,Laurent,Lina,,,,2025-09-10,09:50,ressources,attend_professeur
OBS,402,Laurent,Lina,,,,2025-09-10,09:52,entree,attend_sans_commencer
OBS,402,Laurent,Lina,,,,2025-09-10,09:53,attention,distrait_momentanement
OBS,402,Dubois,Timeo,,,,2025-09-10,09:48,tutorat,refuse_aider
OBS,402,Dubois,Timeo,,,,2025-09-10,09:50,participation,ne_participe_pas
OBS,402,Dubois,Timeo,,,,2025-09-10,09:52,finalisation,recopie_correction
OBS,402,Dubois,Timeo,,,,2025-09-10,09:53,entree,ne_demarre_pas
OBS,402,Dubois,Timeo,,,,2025-09-10,09:53,attention,perturbe_camarade
OBS,402,Vincent,Lucie,,,,2025-09-10,09:48,tutorat,explique_camarade
OBS,402,Vincent,Lucie,,,,2025-09-10,09:50,participation,repond_si_sollicite
OBS,402,Vincent,Lucie,,,,2025-09-10,09:52,difficulte,cherche_seul
OBS,402,Vincent,Lucie,,,,2025-09-10,09:53,entree,demarre_relance
OBS,402,Vincent,Lucie,,,,2025-09-10,09:53,finalisation,activite_terminee
OBS,402,Blanc,Rafael,,,,2025-09-10,09:08,tutorat,explique_camarade
OBS,402,Blanc,Rafael,,,,2025-09-10,09:10,participation,repond_si_sollicite
OBS,402,Blanc,Rafael,,,,2025-09-10,09:12,finalisation,activite_terminee
OBS,402,Blanc,Rafael,,,,2025-09-10,09:14,attention,reconcentre_seul
OBS,402,Bernard,Timeo,,,,2025-09-10,09:48,tutorat,aide_si_sollicite
OBS,402,Bernard,Timeo,,,,2025-09-10,09:50,participation,participe_spontanement
OBS,402,Bernard,Timeo,,,,2025-09-10,09:52,finalisation,corrige_erreur
OBS,402,Bernard,Timeo,,,,2025-09-10,09:53,difficulte,observe_camarade
OBS,402,Faure,Timeo,,,,2025-09-10,09:11,tutorat,donne_reponse_directe
OBS,402,Faure,Timeo,,,,2025-09-10,09:13,participation,repond_si_insiste
OBS,402,Faure,Timeo,,,,2025-09-10,09:15,entree,attend_sans_commencer
OBS,402,Faure,Timeo,,,,2025-09-10,09:17,finalisation,recopie_correction
OBS,402,Fournier,Milo,,,,2025-09-10,09:24,tutorat,refuse_aider
OBS,402,Fournier,Milo,,,,2025-09-10,09:26,participation,ne_participe_pas
OBS,402,Fournier,Milo,,,,2025-09-10,09:28,ressources,attend_correction
OBS,402,Fournier,Milo,,,,2025-09-10,09:30,difficulte,copie_camarade
OBS,402,Roux,Nina,,,,2025-09-10,09:42,tutorat,aide_si_sollicite
OBS,402,Roux,Nina,,,,2025-09-10,09:44,participation,participe_spontanement
OBS,402,Roux,Nina,,,,2025-09-10,09:46,ressources,utilise_document_r
OBS,402,Roux,Nina,,,,2025-09-10,09:48,difficulte,demande_aide_pertinente
OBS,402,Roux,Nina,,,,2025-09-10,09:50,entree,demarre_relance
OBS,402,David,Adam,,,,2025-09-10,09:21,tutorat,aide_si_sollicite
OBS,402,David,Adam,,,,2025-09-10,09:23,participation,repond_si_sollicite
OBS,402,David,Adam,,,,2025-09-10,09:25,finalisation,passe_autre_activite
OBS,402,David,Adam,,,,2025-09-10,09:27,attention,concentre
OBS,402,David,Adam,,,,2025-09-10,09:29,difficulte,attend_d
OBS,402,Michel,Agathe,,,,2025-09-10,09:36,tutorat,donne_reponse_directe
OBS,402,Michel,Agathe,,,,2025-09-10,09:38,participation,ne_participe_pas
OBS,402,Michel,Agathe,,,,2025-09-10,09:40,finalisation,recopie_correction
OBS,402,Michel,Agathe,,,,2025-09-10,09:42,attention,bavarde_travail
OBS,402,Sanchez,Iris,,,,2025-09-10,09:32,tutorat,aide_si_sollicite
OBS,402,Sanchez,Iris,,,,2025-09-10,09:34,participation,participe_spontanement
OBS,402,Sanchez,Iris,,,,2025-09-10,09:36,entree,demarre_immediat
OBS,402,Sanchez,Iris,,,,2025-09-10,09:38,finalisation,activite_terminee
OBS,402,Sanchez,Iris,,,,2025-09-10,09:40,attention,reconcentre_seul
OBS,402,Muller,Louise,,,,2025-09-10,09:20,tutorat,refuse_aider
OBS,402,Muller,Louise,,,,2025-09-10,09:22,participation,ne_participe_pas
OBS,402,Muller,Louise,,,,2025-09-10,09:24,finalisation,recopie_correction
OBS,402,Muller,Louise,,,,2025-09-10,09:26,difficulte,copie_correction
OBS,402,Girard,Rafael,,,,2025-09-10,09:38,tutorat,aide_si_sollicite
OBS,402,Girard,Rafael,,,,2025-09-10,09:40,participation,repond_si_sollicite
OBS,402,Girard,Rafael,,,,2025-09-10,09:42,entree,attend_sans_commencer
OBS,402,Girard,Rafael,,,,2025-09-10,09:44,ressources,attend_professeur
OBS,402,Lemoine,Louis,,,,2025-09-10,09:26,tutorat,refuse_aider
OBS,402,Lemoine,Louis,,,,2025-09-10,09:28,participation,ne_participe_pas
OBS,402,Lemoine,Louis,,,,2025-09-10,09:30,entree,ne_demarre_pas
OBS,402,Lemoine,Louis,,,,2025-09-10,09:32,difficulte,copie_correction
SESSION,402,demo_402_202509150900,1757919600000,1757922900000
OBS,402,Moreau,Ines,,,,2025-09-15,09:47,tutorat,aide_si_sollicite
OBS,402,Moreau,Ines,,,,2025-09-15,09:49,participation,repond_si_sollicite
OBS,402,Moreau,Ines,,,,2025-09-15,09:51,entree,demarre_relance
OBS,402,Moreau,Ines,,,,2025-09-15,09:53,ressources,attend_professeur
OBS,402,Andre,Nolan,,,,2025-09-15,09:19,tutorat,refuse_aider
OBS,402,Andre,Nolan,,,,2025-09-15,09:21,participation,repond_si_insiste
OBS,402,Andre,Nolan,,,,2025-09-15,09:23,entree,attend_sans_commencer
OBS,402,Andre,Nolan,,,,2025-09-15,09:25,finalisation,recopie_correction
OBS,402,Robert,Elsa,,,,2025-09-15,09:46,tutorat,explique_camarade
OBS,402,Robert,Elsa,,,,2025-09-15,09:48,participation,participe_spontanement
OBS,402,Robert,Elsa,,,,2025-09-15,09:50,attention,concentre
OBS,402,Robert,Elsa,,,,2025-09-15,09:52,entree,demarre_relance
OBS,402,Robert,Elsa,,,,2025-09-15,09:53,difficulte,demande_aide_pertinente
OBS,402,Renard,Milo,,,,2025-09-15,09:27,tutorat,refuse_aider
OBS,402,Renard,Milo,,,,2025-09-15,09:29,participation,ne_participe_pas
OBS,402,Renard,Milo,,,,2025-09-15,09:31,ressources,attend_correction
OBS,402,Renard,Milo,,,,2025-09-15,09:33,attention,perturbe_camarade
OBS,402,Denis,Emma,,,,2025-09-15,09:29,tutorat,refuse_aider
OBS,402,Denis,Emma,,,,2025-09-15,09:31,participation,repond_si_insiste
OBS,402,Denis,Emma,,,,2025-09-15,09:33,entree,attend_sans_commencer
OBS,402,Denis,Emma,,,,2025-09-15,09:35,attention,bavarde_hors_sujet
OBS,402,Dupont,Chloe,,,,2025-09-15,09:01,tutorat,aide_si_sollicite
OBS,402,Dupont,Chloe,,,,2025-09-15,09:03,participation,participe_spontanement
OBS,402,Dupont,Chloe,,,,2025-09-15,09:05,entree,demarre_relance
OBS,402,Dupont,Chloe,,,,2025-09-15,09:07,difficulte,utilise_document_d
OBS,402,Marchand,Adam,,,,2025-09-15,09:07,tutorat,aide_si_sollicite
OBS,402,Marchand,Adam,,,,2025-09-15,09:09,participation,repond_si_sollicite
OBS,402,Marchand,Adam,,,,2025-09-15,09:11,attention,distrait_momentanement
OBS,402,Marchand,Adam,,,,2025-09-15,09:13,entree,demarre_relance
OBS,402,Marchand,Adam,,,,2025-09-15,09:15,difficulte,demande_aide_pertinente
OBS,402,Guerin,Malo,,,,2025-09-15,09:04,tutorat,refuse_aider
OBS,402,Guerin,Malo,,,,2025-09-15,09:06,participation,ne_participe_pas
OBS,402,Guerin,Malo,,,,2025-09-15,09:08,entree,ne_demarre_pas
OBS,402,Guerin,Malo,,,,2025-09-15,09:10,difficulte,copie_camarade
OBS,402,Laurent,Lina,,,,2025-09-15,09:13,tutorat,explique_camarade
OBS,402,Laurent,Lina,,,,2025-09-15,09:15,participation,repond_si_sollicite
OBS,402,Laurent,Lina,,,,2025-09-15,09:17,attention,reconcentre_seul
OBS,402,Laurent,Lina,,,,2025-09-15,09:19,ressources,echange_camarade
OBS,402,Dubois,Timeo,,,,2025-09-15,09:22,tutorat,refuse_aider
OBS,402,Dubois,Timeo,,,,2025-09-15,09:24,participation,ne_participe_pas
OBS,402,Dubois,Timeo,,,,2025-09-15,09:26,difficulte,copie_camarade
OBS,402,Dubois,Timeo,,,,2025-09-15,09:28,ressources,attend_correction
OBS,402,Vincent,Lucie,,,,2025-09-15,09:01,tutorat,aide_si_sollicite
OBS,402,Vincent,Lucie,,,,2025-09-15,09:03,participation,participe_spontanement
OBS,402,Vincent,Lucie,,,,2025-09-15,09:05,entree,demarre_immediat
OBS,402,Vincent,Lucie,,,,2025-09-15,09:07,difficulte,demande_aide_pertinente
OBS,402,Blanc,Rafael,,,,2025-09-15,09:36,tutorat,donne_reponse_directe
OBS,402,Blanc,Rafael,,,,2025-09-15,09:38,participation,repond_si_insiste
OBS,402,Blanc,Rafael,,,,2025-09-15,09:40,ressources,attend_correction
OBS,402,Blanc,Rafael,,,,2025-09-15,09:42,difficulte,observe_camarade
OBS,402,Fournier,Milo,,,,2025-09-15,09:28,tutorat,refuse_aider
OBS,402,Fournier,Milo,,,,2025-09-15,09:30,participation,ne_participe_pas
OBS,402,Fournier,Milo,,,,2025-09-15,09:32,ressources,attend_correction
OBS,402,Fournier,Milo,,,,2025-09-15,09:34,attention,perturbe_camarade
OBS,402,Roux,Nina,,,,2025-09-15,09:18,tutorat,donne_reponse_directe
OBS,402,Roux,Nina,,,,2025-09-15,09:20,participation,repond_si_sollicite
OBS,402,Roux,Nina,,,,2025-09-15,09:22,ressources,attend_professeur
OBS,402,Roux,Nina,,,,2025-09-15,09:24,attention,bavarde_travail
OBS,402,David,Adam,,,,2025-09-15,09:08,tutorat,explique_camarade
OBS,402,David,Adam,,,,2025-09-15,09:10,participation,participe_spontanement
OBS,402,David,Adam,,,,2025-09-15,09:12,entree,demarre_immediat
OBS,402,David,Adam,,,,2025-09-15,09:14,attention,concentre
OBS,402,David,Adam,,,,2025-09-15,09:16,difficulte,cherche_seul
OBS,402,Perrin,Ines,,,,2025-09-15,09:28,tutorat,donne_reponse_directe
OBS,402,Perrin,Ines,,,,2025-09-15,09:30,participation,repond_si_insiste
OBS,402,Perrin,Ines,,,,2025-09-15,09:32,attention,distrait_momentanement
OBS,402,Perrin,Ines,,,,2025-09-15,09:34,difficulte,attend_d
OBS,402,Perrin,Ines,,,,2025-09-15,09:36,finalisation,activite_incomplete
OBS,402,Bertrand,Agathe,,,,2025-09-15,09:24,tutorat,aide_si_sollicite
OBS,402,Bertrand,Agathe,,,,2025-09-15,09:26,participation,participe_spontanement
OBS,402,Bertrand,Agathe,,,,2025-09-15,09:28,difficulte,observe_camarade
OBS,402,Sanchez,Iris,,,,2025-09-15,09:20,tutorat,aide_si_sollicite
OBS,402,Sanchez,Iris,,,,2025-09-15,09:22,participation,repond_si_sollicite
OBS,402,Sanchez,Iris,,,,2025-09-15,09:24,difficulte,utilise_coup_de_pouce
OBS,402,Sanchez,Iris,,,,2025-09-15,09:26,finalisation,corrige_erreur
OBS,402,Sanchez,Iris,,,,2025-09-15,09:28,ressources,sollicite_apres_cherche
OBS,402,Muller,Louise,,,,2025-09-15,09:33,tutorat,refuse_aider
OBS,402,Muller,Louise,,,,2025-09-15,09:35,participation,ne_participe_pas
OBS,402,Muller,Louise,,,,2025-09-15,09:37,attention,bavarde_hors_sujet
OBS,402,Muller,Louise,,,,2025-09-15,09:39,finalisation,activite_incomplete
OBS,402,Lemoine,Louis,,,,2025-09-15,09:19,tutorat,refuse_aider
OBS,402,Lemoine,Louis,,,,2025-09-15,09:21,participation,ne_participe_pas
OBS,402,Lemoine,Louis,,,,2025-09-15,09:23,attention,revasse
OBS,402,Lemoine,Louis,,,,2025-09-15,09:25,entree,ne_demarre_pas
SESSION,402,demo_402_202509180900,1758178800000,1758182100000
OBS,402,Moreau,Ines,,,,2025-09-18,09:43,tutorat,donne_reponse_directe
OBS,402,Moreau,Ines,,,,2025-09-18,09:45,participation,participe_spontanement
OBS,402,Moreau,Ines,,,,2025-09-18,09:47,attention,bavarde_travail
OBS,402,Moreau,Ines,,,,2025-09-18,09:49,finalisation,passe_autre_activite
OBS,402,Andre,Nolan,,,,2025-09-18,09:45,tutorat,donne_reponse_directe
OBS,402,Andre,Nolan,,,,2025-09-18,09:47,participation,ne_participe_pas
OBS,402,Andre,Nolan,,,,2025-09-18,09:49,attention,bavarde_travail
OBS,402,Andre,Nolan,,,,2025-09-18,09:51,entree,ne_demarre_pas
OBS,402,Andre,Nolan,,,,2025-09-18,09:53,difficulte,copie_camarade
OBS,402,Robert,Elsa,,,,2025-09-18,09:37,tutorat,aide_si_sollicite
OBS,402,Robert,Elsa,,,,2025-09-18,09:39,participation,participe_spontanement
OBS,402,Robert,Elsa,,,,2025-09-18,09:41,attention,reconcentre_seul
OBS,402,Robert,Elsa,,,,2025-09-18,09:43,ressources,utilise_aides_activite
OBS,402,Renard,Milo,,,,2025-09-18,09:25,tutorat,refuse_aider
OBS,402,Renard,Milo,,,,2025-09-18,09:27,participation,ne_participe_pas
OBS,402,Renard,Milo,,,,2025-09-18,09:29,entree,ne_demarre_pas
OBS,402,Renard,Milo,,,,2025-09-18,09:31,difficulte,copie_camarade
OBS,402,Renard,Milo,,,,2025-09-18,09:33,ressources,attend_correction
OBS,402,Denis,Emma,,,,2025-09-18,09:05,tutorat,donne_reponse_directe
OBS,402,Denis,Emma,,,,2025-09-18,09:07,participation,ne_participe_pas
OBS,402,Denis,Emma,,,,2025-09-18,09:09,ressources,attend_professeur
OBS,402,Denis,Emma,,,,2025-09-18,09:11,entree,attend_sans_commencer
OBS,402,Denis,Emma,,,,2025-09-18,09:13,finalisation,passe_autre_activite
OBS,402,Dupont,Chloe,,,,2025-09-18,09:43,tutorat,aide_si_sollicite
OBS,402,Dupont,Chloe,,,,2025-09-18,09:45,participation,repond_si_sollicite
OBS,402,Dupont,Chloe,,,,2025-09-18,09:47,entree,demarre_relance
